taxon,body_mass,age_at_first_birth,gestation_length,litter_size,litters_per_year,neonate_body_mass,weaning_age,reproductive_lifespan
Cercartetus_concinnus,1.2030328870147107,2.6134400986587902,1.7171710268323102,0.6627578316815741,0.0,-2.0,1.6988831367525903,
Cercartetus_lepidus,0.9047155452786809,,,0.5224442335063199,,,1.9541942518158624,
Cercartetus_nanus,1.4289442900355744,2.182072103857387,,0.5976951859255123,0.3010299956639812,-2.0,1.7958800173440752,3.4421535337396927
Cercocebus_agilis,3.851601978228471,,,,,,,
Cercocebus_atys,3.8414370608083095,,2.2176944602053785,0.004321373782642578,,2.7219506876156,,
Cercocebus_galeritus,3.849889695957547,3.3752062210993303,2.241621180791424,0.004321373782642578,,,,3.7236608666914495
Cercocebus_torquatus,3.862910382007786,3.231609745022587,2.2278353057755873,0.004321373782642578,,,,3.9659280542470228
Cercopithecus_albogularis,,,,0.00860017176191757,,,,
Cercopithecus_ascanius,3.54903270472143,3.2612628687924934,2.171726453653231,0.004321373782642578,,2.569373909615046,2.165956187202987,3.929648785482494
Cercopithecus_campbelli,3.559634956482428,,2.2571984261393445,0.00860017176191757,,,2.5598228687129754,
Cercopithecus_cephus,3.5371740981607656,3.2612628687924934,2.2291953238766444,0.004321373782642578,,2.527874686328691,2.5598228687129754,3.8175653695597807
Cercopithecus_denti,,,,0.00860017176191757,,,,
Cercopithecus_diana,3.6393779020741452,3.2926702262074556,,0.004321373782642578,,2.6692238739308056,2.5598228687129754,4.06642395674238
Cercopithecus_dryas,3.4446785906325346,,,0.00860017176191757,,,,
Cercopithecus_erythrogaster,3.5371740981607656,,,0.00860017176191757,,,,
Cercopithecus_erythrotis,3.5125483244199334,,,0.00860017176191757,,,,
Cercopithecus_lhoesti,3.7248875480342156,,,0.0,,,,
Cercopithecus_mitis,3.702541680928962,3.319688893249499,2.141104709327929,0.0,,2.60422605308447,2.8376389346580906,3.8923005653292337
Cercopithecus_mona,3.59990162194434,,,0.0,,2.4479173824469567,,
Cercopithecus_neglectus,3.726280462674659,3.231609745022587,2.2357051587054544,0.00860017176191757,,2.414889821769598,2.6207812890403006,3.897349383895566
Cercopithecus_nictitans,3.7207305418200316,,2.2291953238766444,0.0,,2.606198578972399,,
Cercopithecus_petaurista,3.5096956975457605,,,0.00860017176191757,,,,
Cercopithecus_pogonias,3.5536731073565826,3.2612628687924934,2.2291953238766444,0.004321373782642578,,2.527874686328691,,3.8433262317042023
Cercopithecus_preussi,3.71033488116127,,,0.00860017176191757,,,,
Cercopithecus_sclateri,3.486754838729713,,,0.00860017176191757,,,,
Cercopithecus_solatus,3.7207305418200316,3.2389864740813414,,0.004321373782642578,,,,
Cercopithecus_wolfi,3.512575008524904,,,0.00860017176191757,,2.6384892569546374,,
Cerdocyon_thous,3.7590374715990618,,1.75724415102197,0.4899584794248346,,2.146128035678238,1.8593184650971162,
Cervus_elaphus,5.3817775379243935,2.9972596602769483,2.3721937192757343,0.037426497940623665,,3.916760215550223,2.0196977309801922,3.943904379532238
Cervus_nippon,4.724275787658426,3.0394141191761372,2.349588320562463,0.0,,3.631150419716407,2.2960066693136723,3.912928472715429
Chaerephon_ansorgei,,,1.8352465399963112,,,,1.8623103099542704,
Chaerephon_bivittatus,1.1880843737149382,,,,,,,
Chaerephon_jobensis,1.3161800988934527,,,,,,,
Chaerephon_major,1.1809855807867304,,,0.0,,,,
Chaerephon_nigeriae,1.3040594662175993,,,,,,,
Chaerephon_plicatus,1.3390537357091392,,1.9476297473843545,-0.004364805402450088,0.3010299956639812,0.6532125137753437,,
Chaerephon_pumilus,1.0406023401140732,2.182072103857387,1.7963661549775214,0.0,0.47712125471966244,0.5599066250361125,1.3891660843645324,3.2234751732461557
Chaerephon_russatus,1.2299376859079338,,,-0.004364805402450088,,,,
Chaetocauda_sichuanensis,1.4984484031739997,,,,,,,
Chaetodipus_arenarius,1.3617278360175928,,,0.4638929889859073,,,,
Chaetodipus_baileyi,1.4539295920577286,,,0.5658478186735176,,,,
Chaetodipus_californicus,1.3619166186686433,,1.4007106367732314,0.6020599913279624,,0.17609125905568124,1.3617278360175928,
Chaetodipus_fallax,1.2830749747354715,,1.3979400086720377,0.5378190950732742,0.0,,,
Chaetodipus_formosus,1.3014640731432998,,1.4471580313422192,0.7226339225338123,0.0,0.0,1.3222192947339193,
Chaetodipus_hispidus,1.571009672309305,,,0.7275412570285564,0.3010299956639812,,1.479719235439571,
Chaetodipus_intermedius,1.17435059747938,,,0.7427251313046983,,,,
Chaetodipus_lineatus,1.3617278360175928,,,,,,,
Chaetodipus_nelsoni,1.1911714557285584,,1.4861469968065726,0.5390760987927766,,,,
Chaetodipus_penicillatus,1.1922886125681202,,1.414973347970818,0.5314789170422551,,,,
Chaetodipus_pernix,1.2304489213782739,,,,,,,
Chaetodipus_spinatus,1.2132520521963968,,,0.5440680443502757,,,,
Cricetulus_barabensis,,,,0.7824726241662862,,0.3010299956639812,1.3010299956639813,
Cricetulus_longicaudatus,,,,0.756636108245848,,,,
Cricetulus_migratorius,1.4855794769846786,,1.0791812460476249,0.7160033436347992,0.3010299956639812,,1.3891660843645324,
Cricetus_cricetus,2.632406672162299,1.9602328731285124,1.290034611362518,0.8536982117761743,0.3010299956639812,0.6730209071288962,1.395326393069351,3.1363241321841935
Crocidura_allex,,,,0.6009728956867483,,,,
Crocidura_attenuata,,,,-0.004364805402450088,,,,
Crocidura_batesi,1.2172206556445186,,,,,,,
Crocidura_beatus,1.0232524596337116,,,,,,,
Crocidura_bottegi,0.5428254269591799,,,0.4756711883244297,,,,
Crocidura_buettikoferi,,,,0.4756711883244297,,,,
Crocidura_canariensis,0.8750612633917001,,,,,,,
Crocidura_crossei,0.9030899869919435,,,0.47712125471966244,,,,
Crocidura_cyanea,0.9334872878487055,,,0.5550944485783191,,,,
Crocidura_dolichura,0.7505083948513462,,,,,,,
Crocidura_douceti,0.6334684555795865,,,,,,,
Crocidura_dsinezumi,,,,0.6324572921847242,,,,
Crocidura_eisentrauti,,,,0.29885307640970665,,,,
Crocidura_elgonius,0.8129133566428556,,,,,,,
Crocidura_flavescens,1.4944328987263986,,1.3979400086720377,0.5276299008713387,,0.3521825181113625,,
Crocidura_foxi,1.3222192947339193,,,0.29885307640970665,,,,
Crocidura_fuliginosa,1.0791812460476249,,,0.2380461031287954,,,,
Crocidura_fulvastra,1.0,,,,,,,
Crocidura_fumosa,1.1610683854711745,,,0.5728716022004802,,,,
Crocidura_fuscomurina,0.7481880270062004,,,0.47712125471966244,,-0.22914798835785583,1.2377949932739225,
Crocidura_goliath,1.9440876794154343,,,,,,,
Crocidura_gracilipes,0.8254261177678232,,,0.4756711883244297,,,,
Crocidura_grandiceps,1.3617278360175928,,,,,,,
Crocidura_grayi,1.0293837776852097,,,,,,,
Crocidura_hildegardeae,1.011993114659257,,,,,,,
Crocidura_hirta,1.1986570869544226,,1.255272505103306,0.5899496013257077,,0.0,1.2489536154957075,
Crocidura_pasha,0.8129133566428556,,,,,,,
Crocidura_planiceps,0.3979400086720376,,,0.47712125471966244,,,,
Crocidura_poensis,1.2317243833285165,,,0.3873898263387294,,,,
Crocidura_raineyi,1.1610683854711745,,,,,,,
Crocidura_religiosa,0.8450980400142568,,,,,,,
Crocidura_russula,0.9951962915971795,1.9786369483844743,1.462397997898956,0.6063813651106049,,-0.09691001300805639,1.3769417571467586,3.0305187648435425
Crocidura_silacea,0.8450980400142568,,,0.6009728956867483,,,,
Crocidura_somalica,1.0606978403536116,,,,,,,
Crocidura_suaveolens,0.8662873390841949,,1.4337698339248657,0.5428254269591799,,-0.27572413039921095,1.4476230977602862,
Eptesicus_matroka,0.8175653695597808,,,0.08635983067474821,,,,
Eptesicus_nasutus,0.8981764834976765,,,,,,,
Eptesicus_nilssonii,1.0301947853567512,,,0.17609125905568124,0.0,0.6551384348113821,1.414973347970818,
Eptesicus_pachyotis,0.9084850188786497,,,,,,,
Equus_kiang,5.4489205241672805,,2.4162409723681493,,,,,
Equus_zebra,5.450960229732463,3.213084574667381,2.5604924674521183,0.0,-0.4559319556497244,4.4697731366960936,2.2587809065412605,3.8528842117042705
Eremodipus_lichtensteini,,,,0.6866362692622934,0.0,,,
Erethizon_dorsatum,3.8703722977919175,,2.324261872133069,0.0,,2.690718691467022,1.2113875529368587,
Erignathus_barbatus,5.447158015831702,3.3404441148401185,2.455210427775805,0.0,,4.538283730356057,1.3209766773428235,3.968023310574491
Erinaceus_concolor,2.823467708183178,,1.5439439424829065,0.7185016888672743,0.17609125905568124,1.2440295890300217,1.615950051656401,
Erinaceus_europaeus,2.8909516851363484,2.543807389456844,1.5679669068231543,0.6665179805548809,0.17609125905568124,1.1914510144648955,1.6020599913279623,3.6776261123485297
Erophylla_bombifrons,1.2116544005531824,,,,,,,
Erophylla_sezekorni,1.2005769267548483,,,0.0,,-0.07058107428570728,,
Erythrocebus_patas,3.901256657319518,3.033339301126584,2.2232362731029975,0.004321373782642578,,2.7935599100755404,2.325905450354342,3.883304201696831
Eptesicus_serotinus,1.3634239329171762,,1.8158432906632667,0.17609125905568124,0.0,0.7226339225338123,1.4885507165004443,
Equus_asinus,5.217479969743189,2.9379539734671978,2.5646660642520893,0.0,,4.466125721941428,,4.2118712268929945
Equus_burchellii,5.445854200869968,3.1063609088067503,2.5696079675468244,0.0,,4.508860061104675,2.468509791154421,4.124585728912949
Equus_caballus,5.605949575765936,2.960232873128512,2.530161263362409,0.0,0.0,4.578639095378485,2.5337212310124437,4.336809830185024
Equus_grevyi,5.610660535646261,3.2155053782318186,2.6085260335771943,0.0,-0.3010299956639812,4.602059882754328,2.4340896384178907,3.89473132437208
Equus_hemionus,5.371526069116134,3.1063609088067503,2.5390760987927767,0.0,,,2.6592028774645313,4.110067569844297
Genetta_cristata,3.2702664681895524,,,0.3979400086720376,0.3010299956639812,,,
Genetta_genetta,3.244566553989432,,1.8702868289925914,0.359835482339888,,1.8907003976988752,1.8561244442423004,
Genetta_johnstoni,3.3473300153169503,,,,,,,
Genetta_maculata,3.290034611362518,,,0.32633586092875144,,,,
Genetta_piscivora,3.2169703835714683,,,-0.017728766960431602,,,,
Delomys_dorsalis,1.8293037728310249,,,,,,,
Delomys_sublineatus,1.9541942518158624,,,,,,,
Delphinapterus_leucas,6.140395127507808,,2.5957606861483127,0.00860017176191757,-0.38721614328026455,4.7558748556724915,2.838798734834607,
Delphinus_delphis,4.899118117053633,,2.4725955697147417,-0.00877392430750515,,3.8493979135378833,2.607508636507978,
Deltamys_kempi,1.421603926869831,,,,,,,
Dendrogale_melanura,1.778078861937455,,,,,,,
Dendrogale_murina,1.6988831367525903,,,,,,,
Dendrohyrax_arboreus,3.474378001363601,,2.359949256382866,0.17897694729316943,,,2.182072103857387,
Dendrohyrax_dorsalis,3.5017423617692045,,2.373959669875467,0.08635983067474821,,2.3010299956639813,,
Dendrolagus_bennettianus,4.019482688699828,,,0.0,,,2.856094199840888,
Dendrolagus_dorianus,3.9531109057059446,,,0.004321373782642578,,,2.776911743973396,
Dendrolagus_goodfellowi,3.900300477093399,,1.5790973265526438,0.0,,,2.5562904368641237,
Bibimys_torresi,1.4471580313422192,,,,,,,
Bison_bison,5.79558603600166,3.0394141191761372,2.4520472408094247,-0.00877392430750515,0.0,4.301029995663981,2.4583658577612613,4.039414119176137
Bison_bonasus,5.829867474944977,3.0287257494626476,2.4248653094639416,0.0,0.0,4.368446995662504,2.4583658577612613,3.943821844624581
Blanfordimys_afghanus,,,,0.5314789170422551,,,,
Blarina_brevicauda,1.2685779718828432,1.806179973983887,1.3134453704264142,0.7315887651867387,0.47712125471966244,-0.05060999335508721,1.3406423775607053,2.97301233438585
Blarina_carolinensis,1.0759117614827776,,,0.5965970956264602,,,,
Blarina_hylophaga,1.1610683854711745,,,,,,,
Baiomys_musculus,0.9537596917332288,,,0.41830129131974547,,0.22010808804005508,,
Baiomys_taylori,0.8709888137605752,1.9111576087399766,1.3422252293607904,0.4014005407815441,1.0,0.06069784035361165,1.3092041796704075,3.0446965171101943
Balaena_mysticetus,7.901410252036239,,2.5796692935547205,0.0,-0.38721614328026455,,2.546542663478131,
Balaenoptera_acutorostrata,6.747185946334235,,2.4831020995213677,0.0,0.0,,2.2612628687924934,
Balaenoptera_borealis,7.344515115468092,,2.5244999768259015,0.00860017176191757,-0.38721614328026455,5.812913349961402,2.30847904016173,
Balaenoptera_edeni,7.30102999501254,,2.5837200679321994,-0.01322826573375516,,,2.4373541278481747,
Blarinella_quadraticauda,1.0969100130080565,,,,,,,
Blarinomys_breviceps,1.565729787831127,,,0.08278537031645007,,,,
Blastocerus_dichotomus,5.051224049683541,,2.435159270817999,-0.00877392430750515,0.0,3.6232482563621886,,
Brachylagus_idahoensis,2.6346686802974704,,1.5909532351879858,0.7641761323903307,0.3010299956639812,,,
Brachyphylla_cavernarum,1.6580113966571124,,,0.0,0.17609125905568124,,1.865932668193186,
Brachyphylla_nana,1.5711262770843117,,,-0.00877392430750515,,1.1251558295805302,,
Brachytarsomys_albicauda,2.3010299956639813,,,,,,,
Brachytarsomys_villosa,2.342402939715273,,,,,,,
Brachyteles_arachnoides,4.022729756866916,3.4373541278481747,2.345863628503764,0.00860017176191757,,,2.8661809682263573,
Brachyuromys_betsileoensis,1.9711830408561615,,,,,,,
Brachyuromys_ramirohitra,1.9652487509671208,,,,,,,
Crocidura_olivieri,1.5368108659915414,,,,,,,
Cephalophus_dorsalis,4.301029995663981,2.881047819550931,2.376576957056512,0.0,,3.207195273819796,,3.738288131840886
Cephalophus_jentinki,4.835624249344186,,,0.0,,3.6610038991614022,,
Cephalophus_leucogaster,4.1208597476688364,,,0.0,,,,
Cephalophus_natalensis,4.104641067362945,,2.328318430893823,0.0,,2.9799533452544162,,
Chaetomys_subspinosus,3.113940011567204,,,,,,,
Chaetophractus_nationi,3.324290688290402,,,,,,,
Chaetophractus_vellerosus,2.968557659457595,,,,,,,
Chaetophractus_villosus,3.6407596143485854,,1.8384082784941869,0.20951501454263097,,2.0950995796456136,1.8840019247687871,
Chalinolobus_dwyeri,0.9415114326344031,,,0.12710479836480765,0.0,,1.5612206789339438,
Chalinolobus_gouldii,1.1535099893008376,,1.9663294951638783,0.14921911265537988,0.0,,,
Chalinolobus_morio,0.9498777040368748,,,0.13987908640123647,0.0,0.22530928172586284,,
Dendrolagus_inustus,4.101231386790699,,,0.045322978786657475,,,2.7311534468642704,
Dendrolagus_lumholtzi,3.8228196860754586,,,0.0,,,2.731822367284112,
Dendrolagus_matschiei,3.9187326123982853,,1.5308397786165204,0.004321373782642578,,,2.7068030970373385,
Dendrolagus_scottae,3.998197416523107,,,0.004321373782642578,,,,
Dendrolagus_spadix,3.927791106535691,,,0.0,,,,
Dendrolagus_ursinus,4.122215550503283,,,0.004321373782642578,,,,
Dendromus_kahuziensis,,,,0.5428254269591799,,,,
Dendromus_lovati,1.0791812460476249,,,,,,,
Dendromus_melanotis,0.9590413923210935,,1.3979400086720377,0.5987905067631151,,,,
Dendromus_mesomelas,1.0086001717619175,,,0.5954962218255742,,,,
Dendromus_messorius,,,,0.46982201597816303,,,,
Dendromus_mystacalis,0.9122220565324155,,,0.5378190950732742,,,,
Dendromus_nyikae,1.1760912590556813,,,0.6646419755561255,,,,
Deomys_ferrugineus,1.760422483423212,,,0.2304489213782739,,,,
Dephomys_defua,1.6339731557896735,,,0.43933269383026263,,,,
Dephomys_eburneae,1.7201593034059568,,,,,,,
Desmana_moschata,2.631078320874444,,1.6677330525332674,0.5599066250361125,0.3010299956639812,,1.5987905067631152,
Desmodilliscus_braueri,1.0,,1.4794313371977363,0.414973347970818,,-0.045757490560675115,,
Desmodillus_auricularis,1.7388598020722001,,1.4331295175804855,0.41830129131974547,,0.45331834004703764,1.518382315545344,
Desmodus_rotundus,1.5206145218782359,,2.3208729652272493,0.0,0.10037054511756291,0.8413594704548549,2.4031376866263807,
Desmomys_harringtoni,1.9541942518158624,,,,,,,
Diaemus_youngi,1.5647843845039868,,,,,,,
Dicerorhinus_sumatrensis,6.019596466803501,,2.491627792785056,0.0,,4.358876701140365,2.5598228687129754,
Diceros_bicornis,5.9982334107924435,3.312414333596013,2.668609530089896,0.0,,4.54406792026612,2.7657355933297056,4.1790310150284915
Diclidurus_albus,1.2190603324488614,,,0.0,0.0,-0.2924298239020636,,
Diclidurus_ingens,1.089905111439398,,,,,,,
Diclidurus_isabellus,1.1007150865730817,,,,,,,
Diclidurus_scutatus,1.1341771075767664,,,,,,,
Dicrostonyx_groenlandicus,1.7667102072622591,1.7888751157754168,1.318897714627487,0.5774917998372253,0.3010299956639812,0.6454222693490919,1.2410481506716444,
Dicrostonyx_hudsonius,1.7558748556724915,,1.3010299956639813,0.5428254269591799,0.17609125905568124,,,
Dicrostonyx_torquatus,1.8963608454693164,,1.2324878663529861,0.5854607295085007,0.3010299956639812,0.48429983934678583,1.4830164201441323,
Dicrostonyx_unalascensis,,,1.3222192947339193,0.44560420327359757,,0.7007037171450193,,
Didelphis_albiventris,3.0130353527148346,,1.0791812460476249,0.8388490907372553,0.17609125905568124,,2.0663259253620376,
